,datetime,lat,lon,elev,t,td,p,slp,ww,tw,wwflag,ti,area1_t,area2_t,area3_t,freezing_level1_t,freezing_level2_t,freezing_level3_t,lapse_rate_t,lowest_t,lowest_p_t,lowest_z_t,type_t,PA_t,NA_t,area1_tw,area2_tw,area3_tw,freezing_level1_tw,freezing_level2_tw,freezing_level3_tw,lapse_rate_tw,lowest_tw,lowest_p_tw,lowest_z_tw,type_tw,PA_tw,NA_tw,area1_ti,area2_ti,area3_ti,freezing_level1_ti,freezing_level2_ti,freezing_level3_ti,lapse_rate_ti,lowest_ti,lowest_p_ti,lowest_z_ti,type_ti,PA_ti,NA_ti,ID
171687,1979-01-30 12:00:00,   32.3200,  269.9200,  105.0000,    1.0000,   -1.0000, 1006.8000, 1019.0000,   61.0000,    0.1800,    1.0000,    0.1438,  197.6171,    0.0000,    0.0000, 2160.8831,    0.0000,    0.0000,    1.2579,    0.6000, 1009.1000,   91.0000,    0.0000,nan,nan,  -11.1309,  174.5556,    0.0000, 2083.8172,    0.0000,    0.0000,    2.8684,   -0.0285, 1009.1000,   91.0000,    2.0000,  174.5556,  -11.1309,  -11.9417,  161.0892,    0.0000, 2073.5347,    0.0000,    0.0000,    2.8338,   -0.0723, 1009.1000,   91.0000,    2.0000,  161.0892,  -11.9417,72235
171692,1979-02-18 00:00:00,   32.3200,  269.9200,  105.0000,    1.0000,    1.0000, 1012.2000, 1024.5000,   61.0000,    1.0000,    1.0000,    0.9422,  -39.2114,  291.9382,nan,   26.7500,    0.0000,    0.0000,    5.6667,    0.2000, 1013.4000,   91.0000,    2.0000,  291.9382,  -39.2114,  -40.9881,  285.2957,nan,   22.2446, 2988.2509,    0.0000,    5.6667,    0.2000, 1013.4000,   91.0000,    2.0000,  285.2957,  -40.9881,  -39.0814,  263.0845,nan,   21.9221, 2985.6490,    0.0000,    5.3810,    0.1888, 1013.4000,   91.0000,    2.0000,  263.0845,  -39.0814,72235
171824,1982-01-12 18:00:00,   32.3200,  269.9200,  105.0000,   -1.7000,   -3.3000, 1006.5000, 1018.9000,   79.0000,   -2.2900,    2.0000,   -2.2030,  -99.0102,   99.5139,    0.0000, 2501.4615,    0.0000,    0.0000,    8.9330,   -1.7000, 1009.1000,   91.0000,    2.0000,   99.5139,  -99.0102, -107.5706,   84.0354,    0.0000, 2386.0351,    0.0000,    0.0000,    7.9518,   -2.3151, 1009.1000,   91.0000,    2.0000,   84.0354, -107.5706, -103.2650,   77.4626,    0.0000, 2376.6697,    0.0000,    0.0000,    7.5614,   -2.2469, 1009.1000,   91.0000,    2.0000,   77.4626, -103.2650,72235
171825,1982-01-13 00:00:00,   32.3200,  269.9200,  105.0000,    1.1000,    0.0000, 1000.0000, 1012.3000,   66.0000,    0.6400,    1.0000,    0.5839,  -31.1585,  233.6451,nan,   43.1739, 2796.5652,    0.0000,    5.9048,    1.0000, 1000.8000,   91.0000,    2.0000,  233.6451,  -31.1585,  -37.5935,  207.0549,nan,    5.1674, 2635.8696,    0.0000,    5.6269,    0.5920, 1000.8000,   91.0000,    2.0000,  207.0549,  -37.5935,  -36.1888,  190.1895,nan,    4.9017, 2624.3544,    0.0000,    5.3105,    0.5293, 1000.8000,   91.0000,    2.0000,  190.1895,  -36.1888,72235
171826,1982-01-14 00:00:00,   32.3200,  269.9200,  105.0000,   -3.3000,   -4.4000, 1001.0000, 1013.3000,   79.0000,   -3.6900,    2.0000,   -3.5317, -140.0905,   51.8366,    0.0000, 2094.8889,    0.0000,    0.0000,    1.0654,   -3.3000, 1001.3000,   91.0000,    2.0000,   51.8366, -140.0905, -146.9668,   44.7428,    0.0000, 2037.8241,    0.0000,    0.0000,    0.7813,   -3.6796, 1001.3000,   91.0000,    2.0000,   44.7428, -146.9668, -141.0990,   41.4090,    0.0000, 2033.0285,    0.0000,    0.0000,    0.7136,   -3.5366, 1001.3000,   91.0000,    2.0000,   41.4090, -141.0990,72235
171828,1982-02-06 12:00:00,   32.3200,  269.9200,  105.0000,    1.1000,    0.0000, 1017.8000, 1030.1000,   66.0000,    0.6400,    1.0000,    0.5887,    1.8021,  -53.8743,  246.4257,   91.8824, 3453.4286,    0.0000,    7.7390,    1.1000, 1017.8000,   91.0000,    1.0000,    1.8021,nan,  -60.8295,  231.0686,nan,   54.5841, 3333.1587,    0.0000,    7.2356,    0.5774, 1017.8000,   91.0000,    2.0000,  231.0686,  -60.8295,  -58.5598,  212.6380,nan,   51.2306, 3325.0853,    0.0000,    6.8481,    0.5075, 1017.8000,   91.0000,    2.0000,  212.6380,  -58.5598,72235
171888,1983-01-20 00:00:00,   32.3200,  269.9200,  105.0000,    3.9000,   -5.0000, 1008.5000, 1020.8000,   61.0000,    0.5100,    1.0000,    0.3643,   46.1550,   -0.5088,  171.2356,  582.7619, 2441.6818,    0.0000,    8.4906,    5.0000, 1009.5000,   91.0000,    1.0000,   46.1550,nan, -108.1557,   42.3382,nan,   46.7644, 2343.8765,    0.0000,    7.1598,    1.0189, 1009.5000,   91.0000,    2.0000,   42.3382, -108.1557, -121.3709,   37.9141,nan,   32.0554, 2335.8187,    0.0000,    6.7368,    0.6797, 1009.5000,   91.0000,    2.0000,   37.9141, -121.3709,72235
172002,1985-02-01 12:00:00,   32.3200,  269.9200,  105.0000,   -0.6000,   -1.1000, 1003.8000, 1016.0000,   79.0000,   -0.8000,    2.0000,   -0.7648,  -75.2538,  265.9979,    0.0000, 3508.0625,    0.0000,    0.0000,    3.7106,   -2.0000, 1004.0000,   91.0000,    2.0000,  265.9979,  -75.2538,  -77.9312,  238.2785,    0.0000, 3333.0571,    0.0000,    0.0000,    3.5184,   -2.1511, 1004.0000,   91.0000,    2.0000,  238.2785,  -77.9312,  -74.5203,  218.9258,    0.0000, 3320.4442,    0.0000,    0.0000,    3.3441,   -2.0539, 1004.0000,   91.0000,    2.0000,  218.9258,  -74.5203,72235
172004,1985-02-02 12:00:00,   32.3200,  269.9200,  105.0000,   -8.3000,   -8.3000, 1008.8000, 1021.5000,   85.0000,   -8.3000,    2.0000,   -7.9945, -335.4505,   86.7704,    0.0000, 3168.2917,    0.0000,    0.0000,    6.5319,   -8.5000, 1007.8000,   91.0000,    2.0000,   86.7704, -335.4505, -341.8069,   43.4853,  -23.4024, 1684.9709,    0.0000,    0.0000,    6.3369,   -8.7133, 1007.8000,   91.0000,    2.0000,   43.4853, -341.8069, -330.8806,   40.0510,  -26.3149, 1679.9268,    0.0000,    0.0000,    6.2134,   -8.4195, 1007.8000,   91.0000,    2.0000,   40.0510, -330.8806,72235
172158,1988-01-07 12:00:00,   32.3200,  269.9200,  105.0000,    0.0000,   -1.1000, 1010.2000, 1022.5000,   66.0000,   -0.4400,    1.0000,   -0.4343,  -96.3684,  209.0885,    0.0000, 2839.9796,    0.0000,    0.0000,    6.2246,   -0.3000, 1009.9000,   91.0000,    2.0000,  209.0885,  -96.3684, -108.4452,  174.0308,    0.0000, 2660.3570,    0.0000,    0.0000,    6.3559,   -0.5726, 1009.9000,   91.0000,    2.0000,  174.0308, -108.4452, -104.2490,  159.5895,    0.0000, 2646.8055,    0.0000,    0.0000,    6.0841,   -0.5617, 1009.9000,   91.0000,    2.0000,  159.5895, -104.2490,72235
172213,1989-02-06 12:00:00,   32.3200,  269.9200,  105.0000,   -1.1000,   -1.7000, 1014.6000, 1027.1000,   66.0000,   -1.3300,    1.0000,   -1.2729,  -71.6590,  418.6683,    0.0000, 3609.0000,    0.0000,    0.0000,    6.3181,   -1.7000, 1014.3000,   91.0000,    2.0000,  418.6683,  -71.6590,  -78.4246,  372.8526,    0.0000, 3383.1168,    0.0000,    0.0000,    6.4609,   -1.9543, 1014.3000,   91.0000,    2.0000,  372.8526,  -78.4246,  -75.3687,  340.8789,    0.0000, 3368.0412,    0.0000,    0.0000,    6.2028,   -1.8746, 1014.3000,   91.0000,    2.0000,  340.8789,  -75.3687,72235
172214,1989-02-07 00:00:00,   32.3200,  269.9200,  105.0000,   -2.2000,   -2.8000, 1014.5000, 1027.0000,   66.0000,   -2.4200,    1.0000,   -2.3121, -105.9570,  389.4446,    0.0000, 3568.0000,    0.0000,    0.0000,    7.8544,   -2.1000, 1015.0000,   91.0000,    2.0000,  389.4446, -105.9570, -114.6561,  365.7901,    0.0000, 3152.1606,    0.0000,    0.0000,    8.0238,   -2.3493, 1015.0000,   91.0000,    2.0000,  365.7901, -114.6561, -110.2818,  334.3902,    0.0000, 3146.5731,    0.0000,    0.0000,    7.7381,   -2.2516, 1015.0000,   91.0000,    2.0000,  334.3902, -110.2818,72235
172562,1998-12-23 00:00:00,   32.3200,  269.9200,  105.0000,    1.8000,   -6.0000, 1017.0507, 1030.4000,   61.0000,   -1.0000,    1.0000,   -1.0550,    3.5755,  -68.1778,  331.6303,  135.5385, 3511.3704,    0.0000,    8.9054,    1.1000, 1018.1000,   91.0000,    1.0000,    3.5755,nan, -166.4083,  183.9322,    0.0000, 3481.1635,    0.0000,    0.0000,    6.5305,   -1.6512, 1018.1000,   91.0000,    2.0000,  183.9322, -166.4083, -169.6109,  162.9965,    0.0000, 3479.0625,    0.0000,    0.0000,    6.0881,   -1.7772, 1018.1000,   91.0000,    2.0000,  162.9965, -169.6109,72235
172566,1998-12-25 00:00:00,   32.3200,  269.9200,  105.0000,   -0.6000,   -1.8000, 1015.7496, 1029.2000,   61.0000,   -1.0700,    1.0000,   -1.0298, -102.7448,  174.9121,    0.0000, 3112.0000,    0.0000,    0.0000,    8.4048,   -0.5000, 1018.7000,   91.0000,    2.0000,  174.9121, -102.7448,  -93.2594,  104.5250,    0.0000, 3080.7717,    0.0000,    0.0000,    6.3513,   -0.7148, 1018.7000,   91.0000,    2.0000,  104.5250,  -93.2594,  -89.2740,   93.1603,    0.0000, 3077.3502,    0.0000,    0.0000,    6.0596,   -0.6924, 1018.7000,   91.0000,    2.0000,   93.1603,  -89.2740,72235
172855,2002-02-05 12:00:00,   32.3200,  269.9200,  105.0000,    2.8000,   -3.9000, 1016.2104, 1029.5000,   61.0000,    0.2200,    1.0000,    0.1186,  155.0466,    0.0000,    0.0000, 2676.0000,    0.0000,    0.0000,    6.3136,    3.9000, 1018.2000,   91.0000,    0.0000,nan,nan, -141.7975,   23.1630,nan,   22.9014, 1756.4134, 2236.8642,    9.6701,    0.1992, 1018.2000,   91.0000,    2.0000,   23.1630, -141.7975, -153.4627,   19.8616,   -3.7985, 1743.0153, 2212.6387,    0.0000,    9.5623,   -0.0802, 1018.2000,   91.0000,    2.0000,   19.8616, -153.4627,72235
173068,2004-01-08 12:00:00,   32.3200,  269.9200,  105.0000,    2.2000,    0.0000, 1015.7868, 1029.1000,   61.0000,    1.2700,    1.0000,    1.1648,  287.2302,    0.0000,    0.0000, 3405.5000,    0.0000,    0.0000,   -1.0870,    3.9000, 1017.2000,   91.0000,    0.0000,nan,nan, -106.8963,   52.5041,    0.0000, 3353.2768,    0.0000,    0.0000,    2.7548,   -0.1660, 1017.2000,   91.0000,    2.0000,   52.5041, -106.8963, -125.6107,   47.7888,    0.0000, 3349.4823,    0.0000,    0.0000,    2.9077,   -0.4552, 1017.2000,   91.0000,    2.0000,   47.7888, -125.6107,72235
173288,2006-02-20 12:00:00,   32.3200,  269.9200,  105.0000,    1.7000,    0.6000, 1011.5185, 1024.8000,   61.0000,    1.2300,    1.0000,    1.1416,    0.5545,  -10.8904,  470.0046,   52.0000, 3469.0435,    0.0000,   -3.3040,    0.6000, 1012.5000,   91.0000,    1.0000,    0.5545,nan,  -14.2613,  439.0696,nan,   13.1612, 3381.2864,    0.0000,   -3.6438,    0.1449, 1012.5000,   91.0000,    2.0000,  439.0696,  -14.2613,  -13.7832,  400.8821,nan,   10.0282, 3375.3085,    0.0000,   -3.4464,    0.1041, 1012.5000,   91.0000,    2.0000,  400.8821,  -13.7832,72235
173370,2007-01-18 00:00:00,   32.3200,  269.9200,  105.0000,    1.7000,   -1.1000, 1021.0000, 1032.1000,   61.0000,    0.5600,    1.0000,    0.4879,    4.5615,  -27.2652,  151.0438,  156.1111, 3413.0000,    0.0000,    9.0038,    1.7000, 1020.9000,   91.0000,    1.0000,    4.5615,nan,  -61.9255,   77.6511,nan,   54.6196, 3285.4991,    0.0000,    7.9637,    0.6202, 1020.9000,   91.0000,    2.0000,   77.6511,  -61.9255,  -65.6926,   71.5262,nan,   47.4113, 3277.0537,    0.0000,    7.4991,    0.5081, 1020.9000,   91.0000,    2.0000,   71.5262,  -65.6926,72235
173480,2011-01-10 00:00:00,   32.3200,  269.9200,  105.0000,   -1.1000,   -2.8000, 1001.5136, 1014.8000,   66.0000,   -2.8000,    1.0000,   -1.6823,  -35.1013,  158.7674,    0.0000, 2684.0000,    0.0000,    0.0000,  -10.2564,   -1.1000, 1002.7600,   91.0000,    2.0000,  158.7674,  -35.1013,  -46.4936,    0.0597,   -8.0621,  442.8410, 2650.4417,    0.0000,   -3.0945,   -1.9287, 1002.7600,   91.0000,    2.0000,    0.0597,  -46.4936,  -56.2822,   24.4735,   -0.0017, 1390.9918, 2648.1777,    0.0000,   -2.4368,   -1.8934, 1002.7600,   91.0000,    2.0000,   24.4735,  -56.2822,72235
173564,2014-01-28 12:00:00,   32.3200,  269.9200,  105.0000,   -4.4000,  -10.6000, 1014.6000, 1025.6000,   71.0000,   -6.1800,    2.0000,   -6.0126, -294.2668,    1.3578,   -3.9437, 1714.0000,    0.0000,    0.0000,   10.0559,   -2.8000, 1014.0300,   91.0000,    2.0000,    1.3578, -294.2668, -364.9962,    1.3578,   -3.9437, 1714.0000,    0.0000,    0.0000,    7.9025,   -5.7669, 1014.0300,   91.0000,    2.0000,    1.3578, -364.9962, -358.0015,    1.2731,   -3.7024, 1714.0000,    0.0000,    0.0000,    7.5561,   -5.7795, 1014.0300,   91.0000,    2.0000,    1.2731, -358.0015,72235
173601,2015-02-25 12:00:00,   32.3200,  269.9200,  105.0000,    1.1000,   -0.6000, 1004.5000, 1015.4000,   61.0000,    0.4000,    1.0000,    0.3494,    0.3334,   -8.7552,  141.1366,   31.0000, 3079.0000,    0.0000,    0.2062,    0.6000, 1003.8800,   91.0000,    1.0000,    0.3334,nan,  -51.5836,  117.9668,nan,    8.0647, 2883.9506,    0.0000,    3.4545,    0.1253, 1003.8800,   91.0000,    2.0000,  117.9668,  -51.5836,  -52.9545,  109.0309,nan,    5.8423, 2879.4535,    0.0000,    3.5099,    0.0842, 1003.8800,   91.0000,    2.0000,  109.0309,  -52.9545,72235
173602,2015-03-05 12:00:00,   32.3200,  269.9200,  105.0000,    0.6000,   -1.1000, 1012.6000, 1023.2000,   79.0000,   -0.0900,    2.0000,   -0.1071, -135.6707,  271.6584,nan,   34.0000, 3631.0000,    0.0000,    9.2555,    0.6000, 1010.3000,   91.0000,    2.0000,  271.6584, -135.6707, -144.7247,  243.0944,    0.0000, 3573.5765,    0.0000,    0.0000,    8.1887,   -0.0626, 1010.3000,   91.0000,    2.0000,  243.0944, -144.7247, -138.4203,  222.9205,    0.0000, 3569.7759,    0.0000,    0.0000,    7.7242,   -0.1071, 1010.3000,   91.0000,    2.0000,  222.9205, -138.4203,72235
173728,2019-02-09 12:00:00,   32.3200,  269.9200,  105.0000,    1.1000,   -2.2000, 1025.0000, 1036.0000,   61.0000,   -0.1900,    1.0000,   -0.2303,    2.3601,  -27.2120,  264.5681,  120.0000, 3342.0000,    0.0000,    8.2474,    1.1000, 1024.9100,   91.0000,    1.0000,    2.3601,nan,  -64.9482,  109.8622,nan,    2.7727, 2194.8904, 3249.9778,    8.3998,    0.0222, 1024.9100,   91.0000,    2.0000,  109.8622,  -64.9482,  -68.6623,   95.9987,    0.0000, 2132.0613, 3244.0547,    0.0000,    8.0303,   -0.0575, 1024.9100,   91.0000,    2.0000,   95.9987,  -68.6623,72235
173734,1978-01-18 12:00:00,   30.1300,  266.7800,    5.0000,    2.0000,   -2.0000, 1019.5000, 1020.7000,   61.0000,    0.4000,    1.0000,    0.3227,    5.2895,  -16.6684,  307.3336,  176.6154, 2702.9706,    0.0000,   10.6335,    2.2000, 1020.8000,    5.0000,    1.0000,    5.2895,nan,  -50.3492,   95.8226,nan,   23.1688, 2588.0038,    0.0000,    9.7210,    0.4671, 1020.8000,    5.0000,    2.0000,   95.8226,  -50.3492,  -51.8133,   77.0293,nan,   16.4717, 2580.3976,    0.0000,    9.2059,    0.3166, 1020.8000,    5.0000,    2.0000,   77.0293,  -51.8133,72240
173735,1978-01-19 12:00:00,   30.1300,  266.7800,    5.0000,    1.0000,   -1.0000, 1014.2000, 1015.2000,   79.0000,    0.1900,    2.0000,    0.1471,    1.1821,  -48.7574,   54.4399,   60.2381, 1953.4909,    0.0000,    8.0292,    1.1000, 1014.4000,    5.0000,    1.0000,    1.1821,nan,  -58.4924,   41.2120,nan,   22.2127, 1849.2905,    0.0000,    7.1825,    0.3413, 1014.4000,    5.0000,    2.0000,   41.2120,  -58.4924,  -56.4268,   37.7053,nan,   18.6535, 1839.6615,    0.0000,    6.7695,    0.2677, 1014.4000,    5.0000,    2.0000,   37.7053,  -56.4268,72240
173736,1978-01-22 00:00:00,   30.1300,  266.7800,    5.0000,    2.0000,   -1.0000, 1027.1000, 1028.3000,   61.0000,    0.7700,    1.0000,    0.6883,    3.2835, -100.7731,   57.4266,  112.0909, 2640.9474,    0.0000,   13.6364,    1.7000, 1026.9000,    5.0000,    1.0000,    3.2835,nan, -155.2908,   52.4878,nan,   27.5683, 2640.9474,    0.0000,   11.2953,    0.4414, 1026.9000,    5.0000,    2.0000,   52.4878, -155.2908, -152.2235,   48.6983,nan,   21.4303, 2640.8770,    0.0000,   10.5883,    0.3262, 1026.9000,    5.0000,    2.0000,   48.6983, -152.2235,72240
173747,1978-02-07 12:00:00,   30.1300,  266.7800,    5.0000,    1.0000,   -5.0000, 1018.6000, 1019.6000,   79.0000,   -1.1900,    2.0000,   -1.2095,    1.9324,  -11.3501,  108.6484,   98.3529, 2129.1429,    0.0000,    2.7344,    1.1000, 1019.1000,    5.0000,    1.0000,    1.9324,nan, -153.9970,    4.5149,    0.0000, 2125.6173,    0.0000,    0.0000,    3.4415,   -1.0345, 1019.1000,    5.0000,    2.0000,    4.5149, -153.9970, -164.1453,    3.7714,    0.0000, 2124.9144,    0.0000,    0.0000,    3.3352,   -1.1403, 1019.1000,    5.0000,    2.0000,    3.7714, -164.1453,72240
173923,1982-01-12 12:00:00,   30.1300,  266.7800,    5.0000,   -0.6000,   -2.8000, 1018.0000, 1019.0000,   66.0000,   -1.4300,    1.0000,   -1.3924,  -32.9712,  262.0615,    0.0000,nan,    0.0000,    0.0000,   -7.0140,   -0.6000, 1018.8000,    5.0000,    2.0000,  262.0615,  -32.9712,  -39.2732,  241.4837,    0.0000, 2990.3319,    0.0000,    0.0000,   -8.9607,   -1.5714, 1018.8000,    5.0000,    2.0000,  241.4837,  -39.2732,  -37.9430,  222.9396,    0.0000, 2983.4912,    0.0000,    0.0000,   -8.5744,   -1.5645, 1018.8000,    5.0000,    2.0000,  222.9396,  -37.9430,72240
173925,1982-01-14 00:00:00,   30.1300,  266.7800,    5.0000,   -0.6000,   -3.3000, 1014.2000, 1015.2000,   79.0000,   -1.6100,    2.0000,   -1.5689, -196.0140,   33.3651,   -0.4605, 1935.8621,    0.0000,    0.0000,    8.6116,   -0.6000, 1014.4000,    5.0000,    2.0000,   33.3651, -196.0140, -216.5614,   26.7414,   -1.3171, 1889.4018,    0.0000,    0.0000,    8.1182,   -1.4100, 1014.4000,    5.0000,    2.0000,   26.7414, -216.5614, -208.5840,   24.5472,   -1.3193, 1885.5123,    0.0000,    0.0000,    7.7570,   -1.3979, 1014.4000,    5.0000,    2.0000,   24.5472, -208.5840,72240
174110,1986-01-09 12:00:00,   30.1300,  266.7800,    5.0000,    2.2000,   -2.2000, 1028.4000, 1029.6000,   61.0000,    0.4500,    1.0000,    0.3686,  399.7832,    0.0000,    0.0000, 3069.3030,    0.0000,    0.0000,  -10.3387,    3.3000, 1030.0000,    5.0000,    0.0000,nan,nan,    0.4146,  -10.5465,  358.5407,   48.6919, 3057.5997,    0.0000,  -15.3636,    0.4810, 1030.0000,    5.0000,    1.0000,    0.4146,nan,  -12.5309,  330.5025,nan,   26.6252, 3056.3617,    0.0000,  -14.4984,    0.2507, 1030.0000,    5.0000,    2.0000,  330.5025,  -12.5309,72240
174264,1989-02-06 12:00:00,   30.1300,  266.7800,    5.0000,    0.6000,   -0.6000, 1023.7000, 1024.7000,   61.0000,    0.1100,    1.0000,    0.0879,  -29.9835,  482.3056,nan,   33.0000,    0.0000,    0.0000,    7.6605,    0.6000, 1024.2000,    5.0000,    2.0000,  482.3056,  -29.9835,  -37.0832,  456.0554,nan,    4.3070, 3353.7445,    0.0000,    7.3184,    0.0912, 1024.2000,    5.0000,    2.0000,  456.0554,  -37.0832,  -35.7759,  416.9176,nan,    2.4285, 3345.4834,    0.0000,    6.9397,    0.0492, 1024.2000,    5.0000,    2.0000,  416.9176,  -35.7759,72240
174302,1989-12-18 00:00:00,   30.1300,  266.7800,    5.0000,   -0.6000,   -2.2000, 1019.6000, 1020.8000,   61.0000,   -1.2200,    1.0000,   -1.1763,  -37.4419,  292.9637,    0.0000,nan,    0.0000,    0.0000,   -1.4862,   -0.6000, 1019.8000,    5.0000,    2.0000,  292.9637,  -37.4419,  -46.3430,  264.9618,    0.0000, 3118.7715,    0.0000,    0.0000,   -2.0101,   -1.1903, 1019.8000,    5.0000,    2.0000,  264.9618,  -46.3430,  -44.7939,  244.0889,    0.0000, 3112.3838,    0.0000,    0.0000,   -1.9493,   -1.1724, 1019.8000,    5.0000,    2.0000,  244.0889,  -44.7939,72240
174304,1989-12-22 12:00:00,   30.1300,  266.7800,    5.0000,   -6.1000,  -15.0000, 1034.2000, 1035.4000,   66.0000,   -8.2300,    1.0000,   -8.0551, -411.4202,   25.0909,    0.0000, 2899.2778,    0.0000,    0.0000,    8.9419,   -5.6000, 1033.7000,    5.0000,    2.0000,   25.0909, -411.4202, -503.7291,   19.5172,    0.0000, 2712.5155,    0.0000,    0.0000,    8.1020,   -7.6974, 1033.7000,    5.0000,    2.0000,   19.5172, -503.7291, -494.3132,   17.8845,    0.0000, 2700.2525,    0.0000,    0.0000,    7.9138,   -7.5998, 1033.7000,    5.0000,    2.0000,   17.8845, -494.3132,72240
174617,1998-12-23 00:00:00,   30.1300,  266.7800,    5.0000,    1.8000,    0.7000, 1027.9615, 1028.6000,   61.0000,    1.3300,    1.0000,    1.2386,   16.0221,   -7.2060,  515.9120,  314.2857, 3938.0000,    0.0000,    8.2136,    2.7000, 1027.3000,    5.0000,    1.0000,   16.0221,nan,    0.7011,  -28.9723,  515.5980,   64.7828, 3926.7136,    0.0000,    6.5904,    0.6099, 1027.3000,    5.0000,    1.0000,    0.7011,nan,  -29.9284,  471.0368,nan,   46.6842, 3926.0160,    0.0000,    6.1470,    0.4258, 1027.3000,    5.0000,    2.0000,  471.0368,  -29.9284,72240
174835,2002-01-01 18:00:00,   30.1300,  266.7800,    5.0000,    3.9000,   -2.8000, 1021.4000, 1023.4000,   61.0000,    1.2200,    1.0000,    1.0604,   23.1367,  -27.3713,   71.2856,  334.5556, 2957.2857,    0.0000,   11.0016,    4.1000, 1024.8000,    5.0000,    1.0000,   23.1367,nan, -153.8925,   19.8702,nan,    9.3284, 2868.7843,    0.0000,    8.2645,    0.0889, 1024.8000,    5.0000,    2.0000,   19.8702, -153.8925, -160.3603,   17.4837,    0.0000, 2866.0681,    0.0000,    0.0000,    7.7195,   -0.2089, 1024.8000,    5.0000,    2.0000,   17.4837, -160.3603,72240
174942,2003-01-13 12:00:00,   30.1300,  266.7800,    5.0000,    2.2000,   -1.1000, 1028.1623, 1028.8000,   61.0000,    0.8500,    1.0000,    0.7585,    4.9376,   -0.7428,  199.8893,  194.8333, 2146.8571, 2622.9412,   -3.8697,    1.1000, 1027.7000,    5.0000,    1.0000,    4.9376,nan,  -53.4046,  104.1426,    0.0000, 2022.2504,    0.0000,    0.0000,    4.5329,   -0.1239, 1027.7000,    5.0000,    2.0000,  104.1426,  -53.4046,  -58.6902,   94.1139,    0.0000, 2010.8145,    0.0000,    0.0000,    4.9573,   -0.2067, 1027.7000,    5.0000,    2.0000,   94.1139,  -58.6902,72240
175378,2014-01-24 12:00:00,   30.1300,  266.7800,    5.0000,   -2.8000,   -3.9000, 1036.2000, 1037.3000,   71.0000,   -3.1900,    2.0000,   -3.0543, -103.0982,   33.0731,   -5.2803, 1653.0000, 2418.0000,    0.0000,    5.1282,   -2.5000, 1035.7400,    5.0000,    2.0000,   33.0731, -103.0982, -111.5689,   26.8070,   -6.3367, 1634.0376, 2410.3399,    0.0000,    5.1382,   -2.6445, 1035.7400,    5.0000,    2.0000,   26.8070, -111.5689, -107.2760,   24.7194,   -6.0269, 1632.5865, 2409.8230,    0.0000,    4.9333,   -2.5275, 1035.7400,    5.0000,    2.0000,   24.7194, -107.2760,72240
175508,1995-03-02 12:00:00,   32.4700,  266.1800,   79.0000,    3.3000,   -3.9000, 1017.8000, 1027.4000,   61.0000,    0.5200,    1.0000,    0.3893,   17.6108,  -35.6890,  103.3079,  307.6129, 2619.0000,    0.0000,    9.9042,    3.2000, 1017.3000,   83.0000,    1.0000,   17.6108,nan,  -64.3966,   96.7551,nan,   52.7934, 2569.5960,    0.0000,    7.7180,    1.0505, 1017.3000,   83.0000,    2.0000,   96.7551,  -64.3966,  -64.2741,   89.7485,nan,   42.8967, 2566.1499,    0.0000,    7.1836,    0.8386, 1017.3000,   83.0000,    2.0000,   89.7485,  -64.2741,72248
175554,1997-01-08 12:00:00,   32.4700,  266.1800,   79.0000,    1.1000,    0.0000, 1007.5000, 1016.7000,   61.0000,    0.6400,    1.0000,    0.5860,    2.6923,  -52.3714,  236.4871,  139.0000, 3119.0000,    0.0000,    6.9065,    1.1000, 1009.3000,   83.0000,    1.0000,    2.6923,nan,    1.0484,  -57.2893,  221.4291,  101.7109, 2899.4046,    0.0000,    6.7615,    0.8675, 1009.3000,   83.0000,    1.0000,    1.0484,nan,  -54.8232,  204.0917,nan,   98.4316, 2891.7515,    0.0000,    6.4104,    0.8012, 1009.3000,   83.0000,    2.0000,  204.0917,  -54.8232,72248
175557,1997-01-13 12:00:00,   32.4700,  266.1800,   79.0000,   -3.9000,  -10.0000, 1026.0000, 1035.3000,   71.0000,   -5.6800,    2.0000,   -5.5318, -264.3300,    8.0251,    0.0000, 2421.0000,    0.0000,    0.0000,    9.0323,   -3.9000, 1025.5000,   83.0000,    2.0000,    8.0251, -264.3300, -303.0537,    5.4514,   -0.3475, 1875.3433,    0.0000,    0.0000,    7.3237,   -5.7430, 1025.5000,   83.0000,    2.0000,    5.4514, -303.0537, -294.8501,    4.9663,   -0.3657, 1868.3705,    0.0000,    0.0000,    7.0052,   -5.6614, 1025.5000,   83.0000,    2.0000,    4.9663, -294.8501,72248
175558,1997-01-15 00:00:00,   32.4700,  266.1800,   79.0000,    1.1000,   -6.7000, 1014.9000, 1024.2000,   61.0000,   -1.6200,    1.0000,   -1.6499,    6.9635,   -8.0779,  267.0215,  207.0000, 2475.0000,    0.0000,    4.6414,    1.7000, 1015.7000,   83.0000,    1.0000,    6.9635,nan,  -66.4675,  197.6749,    0.0000, 2450.7535,    0.0000,    0.0000,    4.1720,   -1.5850, 1015.7000,   83.0000,    2.0000,  197.6749,  -66.4675,  -68.7504,  179.7604,    0.0000, 2449.0544,    0.0000,    0.0000,    3.9595,   -1.7545, 1015.7000,   83.0000,    2.0000,  179.7604,  -68.7504,72248
